age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,earns,fold
20.0,Private,117222.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K,4
56.0,Self-emp-not-inc,170217.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,4
32.0,Private,161075.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K,4
59.0,Private,322691.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
24.0,Private,199883.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K,5
32.0,Private,156464.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K,3
33.0,?,369386.0,Some-college,10.0,Married-civ-spouse,?,Wife,White,Female,5178.0,0.0,40.0,United-States,>50K,1
66.0,State-gov,132055.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1825.0,40.0,United-States,>50K,5
41.0,Private,212894.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Guatemala,<=50K,3
47.0,Private,140644.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
32.0,Private,151773.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,3
29.0,Private,201022.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,>50K,3
42.0,Private,152676.0,7th-8th,4.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,Puerto-Rico,<=50K,1
55.0,Private,89690.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K,1
52.0,Private,95128.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,2
37.0,Private,185567.0,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,>50K,5
21.0,Private,301408.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,1602.0,22.0,United-States,<=50K,3
35.0,Private,216256.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K,2
54.0,Private,68684.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K,2
22.0,Private,251196.0,Some-college,10.0,Never-married,Protective-serv,Own-child,Black,Female,0.0,0.0,20.0,United-States,<=50K,2
61.0,Private,81132.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,7298.0,0.0,40.0,Philippines,>50K,4
28.0,Local-gov,263600.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
39.0,Private,339442.0,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,2176.0,0.0,40.0,United-States,<=50K,4
30.0,Local-gov,289442.0,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
49.0,Private,252079.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,3
57.0,Private,70720.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,78.0,United-States,<=50K,5
50.0,State-gov,201513.0,HS-grad,9.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,5
47.0,Private,180277.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,Hungary,<=50K,5
39.0,Self-emp-not-inc,191342.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,South,<=50K,1
29.0,Private,250967.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,48.0,United-States,>50K,3
46.0,Private,153254.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K,4
35.0,Private,22463.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
21.0,Private,440969.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,1
41.0,Local-gov,134524.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K,3
49.0,Federal-gov,181657.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K,4
55.0,Private,190257.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,53.0,United-States,>50K,5
23.0,Private,260617.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
52.0,Private,114228.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,3325.0,0.0,40.0,United-States,<=50K,2
27.0,Private,113054.0,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,43.0,United-States,<=50K,2
33.0,Private,80058.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,2
46.0,Private,154405.0,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,45.0,United-States,<=50K,4
19.0,State-gov,261422.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,4
39.0,Private,48915.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,5
28.0,Private,144833.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
28.0,Private,275116.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
56.0,Private,91905.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,4.0,United-States,<=50K,2
31.0,Private,168906.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,>50K,4
42.0,Private,345504.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,4
64.0,Private,137205.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K,5
41.0,?,213416.0,5th-6th,3.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,32.0,Mexico,<=50K,3
48.0,Private,131309.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,4
34.0,Federal-gov,194740.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,1
40.0,Private,43711.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K,1
45.0,Private,187033.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,40.0,United-States,<=50K,4
23.0,Private,233923.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K,4
23.0,Private,129767.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1721.0,40.0,United-States,<=50K,3
36.0,Private,108320.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,4101.0,0.0,40.0,United-States,<=50K,1
38.0,Private,333651.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,70.0,United-States,>50K,4
40.0,Private,198096.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,4
24.0,Private,170070.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,2
57.0,Private,135796.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,48.0,United-States,<=50K,4
28.0,Private,34532.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,Black,Male,0.0,0.0,30.0,Jamaica,<=50K,3
23.0,Private,236994.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,60.0,United-States,<=50K,4
43.0,Local-gov,125461.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
33.0,Self-emp-not-inc,99761.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K,4
35.0,Self-emp-inc,89622.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,3
29.0,State-gov,201556.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,3
40.0,Private,176286.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
38.0,Self-emp-not-inc,163204.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3411.0,0.0,25.0,United-States,<=50K,4
37.0,Private,265737.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,1887.0,60.0,Cuba,>50K,2
46.0,Private,102359.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,1
20.0,Private,200089.0,5th-6th,3.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,30.0,Guatemala,<=50K,2
61.0,Private,142922.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,3
20.0,Private,653574.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,33.0,El-Salvador,<=50K,2
38.0,Private,175441.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K,5
60.0,Private,198727.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K,3
38.0,Private,96185.0,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K,2
22.0,Private,112693.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K,5
28.0,Private,340408.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,46.0,United-States,<=50K,2
38.0,Self-emp-not-inc,245372.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137.0,0.0,50.0,United-States,<=50K,3
22.0,Private,156933.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,25.0,United-States,<=50K,2
38.0,Private,226357.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
44.0,Private,223194.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,1485.0,40.0,Haiti,<=50K,2
33.0,Private,87310.0,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K,2
28.0,Federal-gov,163862.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,United-States,>50K,4
45.0,Private,172274.0,Doctorate,16.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,3004.0,35.0,United-States,>50K,4
35.0,Self-emp-inc,135289.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K,4
27.0,Private,246974.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
39.0,Private,106347.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
59.0,Local-gov,50929.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,3
60.0,Private,132529.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
43.0,Private,260696.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
40.0,Private,223277.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,1
20.0,Private,279538.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,2961.0,0.0,35.0,United-States,<=50K,5
75.0,?,114204.0,Some-college,10.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,13.0,United-States,<=50K,1
34.0,Private,112564.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K,2
23.0,Private,239663.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,2597.0,0.0,50.0,United-States,<=50K,4
17.0,Private,27415.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,20.0,United-States,<=50K,1
39.0,Private,174343.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
37.0,Private,148143.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,3
34.0,Private,209213.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,?,<=50K,1
20.0,Private,165097.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,3
42.0,Local-gov,29075.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K,1
22.0,Private,396895.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,Mexico,<=50K,3
43.0,Private,342567.0,Bachelors,13.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,3
34.0,Private,178841.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,4
33.0,Self-emp-inc,374905.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K,2
51.0,Self-emp-not-inc,24790.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,99.0,United-States,>50K,5
32.0,Private,316769.0,11th,7.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,Jamaica,<=50K,5
18.0,Private,128538.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K,4
52.0,Federal-gov,30731.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K,5
63.0,Private,181929.0,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,White,Male,0.0,0.0,50.0,United-States,>50K,4
24.0,Private,128061.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,594.0,0.0,15.0,United-States,<=50K,1
35.0,Private,64922.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.0,United-States,>50K,5
65.0,?,115513.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,5556.0,0.0,48.0,United-States,>50K,1
53.0,Private,133219.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,4386.0,0.0,30.0,United-States,>50K,1
60.0,Private,162347.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K,4
18.0,Private,138557.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,5
32.0,Private,218322.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,4
47.0,Private,168232.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K,2
38.0,Self-emp-not-inc,67317.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K,2
29.0,State-gov,118520.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K,4
43.0,Private,104660.0,Masters,14.0,Widowed,Exec-managerial,Unmarried,White,Male,4934.0,0.0,40.0,United-States,>50K,2
72.0,Private,165622.0,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K,1
42.0,Local-gov,96524.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K,2
39.0,Private,176279.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,3
57.0,Private,353881.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K,3
20.0,?,122244.0,HS-grad,9.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,28.0,United-States,<=50K,4
44.0,Private,155472.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Unmarried,Black,Female,1151.0,0.0,50.0,United-States,<=50K,5
42.0,Private,355728.0,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,44.0,United-States,<=50K,1
51.0,Private,182944.0,HS-grad,9.0,Widowed,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,3
28.0,Private,264498.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,3
42.0,Self-emp-not-inc,215219.0,11th,7.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K,5
63.0,?,331527.0,10th,6.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
27.0,Local-gov,85918.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,68.0,United-States,<=50K,3
70.0,?,133536.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K,1
47.0,Private,102583.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,>50K,3
24.0,Private,241752.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
22.0,?,334593.0,Some-college,10.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,5
47.0,Private,142061.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,2
35.0,Private,40135.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K,3
35.0,Private,187167.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K,2
18.0,?,157131.0,HS-grad,9.0,Never-married,?,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K,1
56.0,?,192325.0,Some-college,10.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,1
40.0,Private,163342.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,70.0,United-States,<=50K,4
38.0,Private,141550.0,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
52.0,Private,35576.0,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,2
48.0,Self-emp-not-inc,200825.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,30.0,United-States,>50K,5
34.0,?,362787.0,HS-grad,9.0,Never-married,?,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K,3
21.0,?,107801.0,Some-college,10.0,Never-married,?,Own-child,White,Female,0.0,0.0,3.0,United-States,<=50K,5
31.0,Local-gov,224234.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K,1
38.0,Private,478346.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688.0,0.0,40.0,United-States,>50K,1
26.0,Private,147638.0,Bachelors,13.0,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Hong,<=50K,2
42.0,Private,230959.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,1887.0,40.0,Philippines,>50K,1
28.0,State-gov,288731.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K,4
42.0,State-gov,333530.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K,1
30.0,Private,229772.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,5
25.0,Private,122999.0,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K,5
27.0,Private,44767.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
31.0,Private,33124.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,99.0,United-States,<=50K,5
31.0,?,99483.0,HS-grad,9.0,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K,4
50.0,Private,230951.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,1
30.0,Private,311696.0,11th,7.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30.0,United-States,<=50K,3
24.0,Private,206827.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,5060.0,0.0,30.0,United-States,<=50K,3
19.0,Private,45381.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,8.0,United-States,<=50K,3
60.0,Private,225014.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,5
29.0,Self-emp-not-inc,405083.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K,4
66.0,?,186061.0,Some-college,10.0,Widowed,?,Unmarried,Black,Female,0.0,4356.0,40.0,United-States,<=50K,3
36.0,Private,126569.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,Ecuador,>50K,1
43.0,Private,248186.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K,1
67.0,Self-emp-not-inc,191380.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051.0,0.0,25.0,United-States,>50K,2
20.0,Private,191910.0,HS-grad,9.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,2
20.0,Private,130840.0,10th,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,2
20.0,Private,334105.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K,4
28.0,Private,715938.0,Bachelors,13.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K,1
62.0,Self-emp-not-inc,224520.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,90.0,United-States,>50K,4
46.0,Private,97883.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
28.0,Private,131298.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K,3
57.0,Federal-gov,197875.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,2
22.0,Private,172766.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K,4
28.0,Local-gov,175796.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K,1
36.0,State-gov,180752.0,Bachelors,13.0,Never-married,Protective-serv,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K,5
52.0,State-gov,334273.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,1
21.0,?,105312.0,HS-grad,9.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K,4
34.0,Self-emp-not-inc,182714.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,>50K,2
21.0,Private,231866.0,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K,4
61.0,Local-gov,195519.0,Masters,14.0,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K,4
43.0,Local-gov,188280.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,914.0,0.0,40.0,United-States,<=50K,2
45.0,Private,294671.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,38.0,United-States,>50K,3
53.0,Private,55861.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,2
36.0,Private,134367.0,HS-grad,9.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K,4
46.0,Private,133616.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K,5
42.0,State-gov,212027.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K,3
24.0,Private,293091.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K,2
33.0,Private,65278.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K,2
35.0,Private,220943.0,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Female,0.0,1594.0,40.0,United-States,<=50K,1
53.0,Private,257940.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829.0,0.0,40.0,United-States,<=50K,2
